"7160-7400-3070-8049	"
"1403-7556-8697-7850	"
"5239-0178-6953-4184	"
"3978-9441-5496-2970	"
"4731-9248-5011-0821	"
"3878-5358-2512-8202	"
"2634-8016-0088-1628	"
"6815-4477-0349-9448	"
"8769-4067-7672-6176	"
"7868-9914-3045-4818	"
"3314-6181-9079-1432	"
"6806-0981-4423-6506	"
"8155-9699-0949-1906	"
"3031-4124-4482-5801	"
"5253-5142-5537-4493	"
"2810-3925-8506-0341	"
"8207-1148-9951-4184	"
"9534-3845-7224-8949	"
"9115-1550-5503-1879	"
"5549-7615-2466-3462	"
"1502-8882-6928-8534	"
"1512-0814-0447-9594	"
"8537-0475-6363-5704	"
"2009-5362-6625-7732	"
"2947-2656-4484-3368	"
"2218-0169-7402-0500	"
"9118-5231-9523-0098	"
"3965-7027-8990-8519	"
"5530-8262-1028-7510	"
"1615-1639-8422-3305	"
"2245-5797-5457-0716	"
"7600-3781-0737-4903	"
"4290-1210-7096-5188	"
"7461-1120-4131-7837	"
"5468-0748-9940-6302	"
"6885-0966-0508-6311	"
"3393-4072-2251-0373	"
"8753-7586-1964-7281	"
"4783-8116-9415-8840	"
"5963-6278-0323-7303	"
"1181-7913-4437-5140	"
"1028-6383-8767-3841	"
"3631-0796-8709-8919	"
"9329-7791-7136-1403	"
"8136-2879-1905-9753	"
"6171-9373-1306-8117	"
"5703-7177-6462-7343	"
"2138-8246-5267-7574	"
"3201-0822-3784-3352	"
"3082-7373-6688-2394	"
"2514-6195-0014-3595	"
"7451-4322-9680-0731	"
"4067-5476-6591-4381	"
"5360-6937-0111-6551	"
"8929-2861-8998-8066	"
"6149-4693-2298-2560	"
"2456-1835-8914-6998	"
"6894-5834-0493-7285	"
"5510-7118-1021-2921	"
"9203-5270-3582-3601	"
"7458-8119-3265-6887	"
"1781-3690-2324-1794	"
"7054-0820-0115-3460	"
"2233-6835-6855-4754	"
"9674-6554-0674-7418	"
"6266-1556-0268-8129	"
"6336-6235-8226-6706	"
"9939-8232-6229-8549	"
"3856-3413-5002-3056	"
"9536-0242-5854-0477	"
"3372-0086-1282-3192	"
"8747-5898-0751-0707	"
"6057-1694-2549-0897	"
"8681-6020-5701-7350	"
"1959-9011-4488-9862	"
"3815-7370-0886-9266	"
"4274-9678-9378-2647	"
"7383-7759-4846-8584	"
"2039-2294-1220-1547	"
"2256-1724-6187-2082	"
"4237-3357-6529-1617	"
"4262-5925-9363-7930	"
"6379-4121-8719-3974	"
"6188-4772-8525-7293	"
"7289-5504-1493-8976	"
"3491-7293-4396-4768	"
"3642-5807-6191-5611	"
"7910-2606-0924-3652	"
"4655-4563-2641-8900	"
"9937-1870-4440-1581	"
"2726-5766-4126-5726	"
"2006-1896-0681-0119	"
"4126-6341-9283-6555	"
"9228-6131-5249-7282	"
"4830-4362-5079-9179	"
"6698-1907-0160-9177	"
"7175-3312-2215-2616	"
"7732-8929-0970-6349	"
"7161-8955-4063-9656	"
"6729-0869-7216-7134	"
"7497-7878-7645-8344	"
"8230-2545-6628-4500	"
"1926-4437-6357-6289	"
"7420-6120-5506-3919	"
"3004-5697-7898-3509	"
"9749-7726-9412-3413	"
"9830-8819-3800-0870	"
"7782-4818-2893-6062	"
"2563-3867-0606-0407	"
"3383-1457-6885-2668	"
"5983-4895-3109-1761	"
"8846-7378-5607-2206	"
"8710-4787-5426-1361	"
"1749-0634-4640-9464	"
"6724-3327-8838-8319	"
"6248-6960-8705-7164	"
"6222-3557-0799-8442	"
"3981-1358-8165-4151	"
"9786-9808-8885-1483	"
"2704-1527-8275-8012	"
"9215-1596-8961-6892	"
"3820-5946-0799-7269	"
"2429-8755-6167-4864	"
"4540-4258-2472-9184	"
"6206-5290-7541-6716	"
"5784-2594-7903-6950	"
"4274-0082-7778-1816	"
"3916-9164-6323-6485	"
"8826-2155-6970-2503	"
"3851-2273-4432-4923	"
"1539-2682-0669-4488	"
"3823-4925-7615-8393	"
"4446-0206-0066-9617	"
"6776-0374-5283-9514	"
"7897-3048-1963-3872	"
"4611-2913-9325-6194	"
"4058-8939-9111-1675	"
"9576-1607-3644-4193	"
"2132-6539-3683-8989	"
"3409-2782-2292-0513	"
"4635-4738-2488-4506	"
"8276-6365-3267-8116	"
"7278-0402-4961-0101	"
"1842-7810-2276-5844	"
"9736-5752-7606-9036	"
"5875-9761-7201-1608	"
"7325-2967-9446-6257	"
"7324-9154-6547-0603	"
"5097-7701-9066-9184	"
"7473-9363-6681-5032	"
"1774-2272-3720-5252	"
"2348-8329-0316-9431	"
"2915-2320-0671-9508	"
"9764-4467-0836-4624	"
"1967-1481-3136-6919	"
"1627-0903-2487-6090	"
"8298-5197-4307-2992	"
"3107-2795-1597-4913	"
"4805-2490-5348-3284	"
"1639-1126-8839-0952	"
"2046-4857-6795-7243	"
"4482-9096-9868-3172	"
"9728-8837-7091-6239	"
"8387-2351-1181-1422	"
"2218-6523-7897-8097	"
"7901-1375-9983-6514	"
"1907-5123-2776-4781	"
"8197-3274-5033-2347	"
"2736-2221-0314-5585	"
"1809-5410-9772-9376	"
"5177-2231-3102-7910	"
"6506-1399-5927-5989	"
"9896-0305-6728-9927	"
"7153-3493-0433-0948	"
"7942-7748-8177-4297	"
"1185-5059-7251-7449	"
"3184-3611-5382-5981	"
"3347-7558-7052-5120	"
"8738-7574-2388-7707	"
"6246-1447-0392-1706	"
"7160-8365-2926-0849	"
"4654-5389-6753-7629	"
"7841-6821-1318-2717	"
"6302-3215-4485-1816	"
"4277-5901-4605-7498	"
"3422-4561-1111-4151	"
"2067-5874-7701-9893	"
"9330-5748-8132-0786	"
"6782-6378-5844-6133	"
"8030-1747-8163-7410	"
"3488-0041-4413-4251	"
"9310-0294-5326-1002	"
"7218-2165-8920-8974	"
"4999-1102-3993-8640	"
"8010-2832-6738-9394	"
"6025-5976-4887-4220	"
"4909-8679-1720-1953	"
"5200-2943-5862-3080	"
"9962-9100-5375-4120	"
"5938-5676-9824-9162	"
