"4657-9550-9332-1922	"
"3632-2833-6543-0182	"
"6572-2518-6605-0112	"
"9844-0619-2968-2241	"
"4690-6722-1998-6667	"
"5664-6253-1664-9276	"
"6293-8788-0411-0231	"
"6210-0125-3234-0649	"
"5304-0754-9648-3058	"
"4664-5999-9822-2928	"
"4434-3721-2380-5557	"
"9205-1369-6473-2956	"
"6227-3732-2845-1707	"
"1528-6159-6765-4670	"
"6763-8893-1142-9164	"
"9500-2488-7328-2604	"
"2635-7790-2876-4459	"
"8810-3912-4619-2414	"
"4469-5305-1870-7148	"
"1804-9757-5869-8685	"
"4609-9362-0235-7812	"
"1153-2187-3213-8450	"
"7788-3837-9965-9812	"
"3915-9434-2754-5937	"
"5539-0012-1688-0860	"
"8914-4337-5632-9366	"
"7735-5883-1139-4594	"
"1346-8534-0307-0323	"
"2877-4506-5142-9026	"
"7135-3810-4692-7047	"
"1122-0205-3860-6317	"
"5650-6108-4644-7470	"
"4626-6645-8046-5225	"
"8515-2297-2993-4872	"
"1746-8059-7598-6128	"
"8471-3858-7705-0524	"
"8675-2978-3425-1429	"
"6459-3960-9265-1581	"
"2555-7636-8400-4106	"
"4635-1201-5376-3654	"
"9864-7394-9953-7548	"
"2991-2894-6622-1303	"
"6828-4612-3874-9595	"
"3203-9983-2089-8547	"
"8937-7292-3260-7087	"
"6351-4482-9851-2915	"
"8940-1789-9758-1452	"
"6379-0575-0638-3766	"
"6605-7147-4415-0544	"
"8108-5855-7280-9116	"
"3113-1452-5445-1343	"
"8425-7918-0799-4569	"
"2064-7088-2352-3141	"
"3524-2038-7808-8489	"
"2165-2314-0224-0722	"
"9009-1658-2744-7241	"
"5007-8244-4900-4586	"
"1444-0580-7425-9770	"
"6839-1052-2993-7411	"
"3094-7970-9392-1317	"
"3684-1382-9830-8366	"
"1107-9093-6520-8892	"
"2329-6938-2011-7370	"
"9309-4276-5051-0926	"
"7251-6830-7758-5561	"
"3815-6959-2009-4637	"
"3371-6298-4899-9660	"
"7890-8646-3698-4857	"
"9900-6045-8948-1547	"
"2129-4407-2384-4400	"
"7359-9742-2803-9252	"
"5234-1074-2060-4588	"
"8960-5543-4773-6460	"
"9513-9191-9277-2522	"
"2052-7364-1294-3739	"
"2835-6005-0868-0930	"
"9918-6544-5760-6180	"
"8016-4796-4693-0636	"
"5666-6395-1158-2202	"
"6620-0507-0123-3688	"
"8412-0585-1803-8074	"
"5078-0310-8115-9357	"
"3761-8844-0879-8983	"
"3506-9230-3602-5958	"
"3835-0756-2199-6108	"
"6149-7109-3694-3530	"
"7649-7912-8758-1782	"
"6105-3889-7653-4193	"
"6664-4909-9633-0487	"
"3223-6149-9984-1084	"
"5816-1840-5664-0873	"
"8222-1384-8887-7551	"
"3414-2315-7773-9012	"
"6696-6012-0885-1049	"
"1016-5720-0095-3860	"
"2662-5297-9817-3430	"
"6832-9797-1625-7443	"
"9692-3722-7688-4161	"
"1154-2943-9299-3384	"
"8409-7388-0756-3611	"
"3456-4199-2335-7641	"
"9115-3747-8233-3585	"
"1999-6792-0556-0620	"
"1197-4654-5456-1692	"
"7030-0859-9800-8853	"
"1774-6808-1131-2149	"
"1306-0074-8681-1081	"
"9394-0817-4568-2893	"
"1092-3943-8283-9726	"
"5963-1618-9924-7856	"
"8848-0294-6927-2638	"
"3958-3148-4375-4414	"
"3553-5404-0717-6921	"
"2415-4994-7205-1964	"
"7277-7611-8095-0602	"
"9936-1304-6159-9891	"
"3997-8182-6637-1093	"
"3874-1467-3969-1813	"
"3919-5841-0286-7204	"
"2935-0658-0596-2458	"
"4684-8787-5631-4949	"
"9898-1625-8753-5891	"
"3749-4690-0906-1820	"
"5173-0609-6257-9104	"
"8917-8280-9135-6407	"
"5150-0004-5111-1089	"
"2521-6979-0122-3487	"
"4725-1737-4818-6876	"
"2007-5311-2723-5049	"
"8333-0792-4984-3164	"
"4662-6696-7373-7584	"
"4132-9721-0637-6844	"
"3143-3672-9253-7097	"
"5271-6422-2678-7589	"
"3542-2542-0419-2561	"
"5461-1030-7250-5244	"
"1295-9153-6403-3881	"
"4821-5904-5560-8803	"
"2124-6545-8219-4648	"
"1241-0254-8777-5577	"
"7639-8121-2366-7554	"
"6510-1197-0963-5142	"
"9718-9393-7259-6663	"
"9466-1852-7620-4890	"
"3853-0421-7594-8202	"
"7968-8353-1809-0263	"
"3276-2982-2117-1375	"
"4960-5243-6364-7570	"
"2283-8641-6895-7399	"
"9875-1576-3795-8488	"
"6943-9241-8379-0290	"
"3187-3273-6119-8682	"
"4832-4749-5926-8552	"
"1184-7705-8991-0347	"
"5323-1153-5104-0716	"
"8231-8854-1771-3086	"
"9109-5257-7290-8870	"
"2958-0288-9624-9667	"
"9199-0223-9438-7643	"
